SKU*,Description
CD-PMR-XL,"<p><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/DSC01005.jpg"" style=""width: 970px; height: 600px;"" /></p>  <ul> 	<li><strong>HIGH DENSITY:</strong> Real high density 3mm thick mat which is made of new PVC without odor. The weight is around 10kg or 22 lbs. Size: (3-Foot x 7-Foot) (92 cm x 214 cm).</li> 	<li><strong>GREAT FOR HEAVY EQUIPMENT</strong>: Protects carpets and floors from treadmills, elliptical, stationary spin bikes and others. Protects your carpet or floor against dirt, vibrations, wear and tear.</li> 	<li><strong>NON SLIPPERY</strong>: Mat stays firmly on the tiles and floors. Prevents Trainer from slipping whilst in use. As the mat is made of new materials, it will not leave any marks on the floor after use.</li> 	<li><strong>WATER PROOF</strong>: <span data-offset-key=""2cg9a-0-1""><span data-text=""true"">The mat is 100% waterproof. It prevents sweat or water drops damaging the carpet and wood floors.</span></span></li> 	<li><strong>ORDER NOW, WORRY FREE! </strong>We're so confident about our product quality that we can provide 2-year warranty!<img alt="" src=""https://www.cyclingdeal.com.au/assets/images/DSC01016.jpg"" style=""width: 970px;"" /></li> </ul> "
CD-RCK-01,"<p><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/CD-RCK-01.jpg"" style=""width: 970px; height: 600px;"" /></p>  <ul> 	<li><strong>COMPATIBILITY</strong>: Designed for road or mountain bikes with reserved pannier rack mounting holes. Compatible with Non disc brake and disc brake bikes. Compatible with almost all bikes including 26"", 27.5"", 29"", 700c bikes. (NOT compatible with dual suspension bikes).</li> 	<li><strong>EXTRA HEAVY DUTY</strong>: The rack is made of light quality aluminium. Weight ( Frame + Connectors ): 940 g ≈ 2.1 lbs, max loading limit is 60 lbs. Great for heavy cargo luggage bags and baby seats.&nbsp;</li> 	<li><strong>FULLY ADJUSTABLE</strong>: Adjustable height with 2 flexible mounting bars, it ensures the rack fits all sizes of bikes. The top of the rack runs parallel to the ground.</li> 	<li><strong>TAIL LIGHT MOUNT</strong>: Accessory: 1 Tail Light Mount &amp; 2 Spacers. Attachments: High-Precision Braze-On Type. Large Platform. Size ( Platform Length x Platform Width x Frame Height ): 345 x 140 x 310 mm&nbsp;≈&nbsp;13.6 x 5.5 x 12.2 inch.</li> 	<li><strong>ORDER NOW, WORRY FREE!</strong> We're so confident about our product quality that we can provide 5-year warranty!&nbsp; Made in Taiwan.</li> </ul>  <p style=""text-align: center;""><iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/RHgxU6Pvy7M"" width=""560""></iframe></p> "
CD-RCK-02,"<p><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/CD-RCK-01(1).jpg"" style=""width: 970px; height: 600px;"" /></p>  <ul> 	<li><strong>COMPATIBILITY</strong>: For seatpost size: 31.6mm &amp; 34.9mm ONLY, NOT for size 27.2mm or 30.9mm. Designed for road or mountain bikes without reserved pannier rack mounting holes but with quick release rear wheel. Compatible with Non disc brake and disc brake bikes. Compatible with almost all bikes including 26"", 27.5"", 29"", 700c bikes. (NOT compatible with dual suspension bikes).</li> 	<li><strong>EXTRA HEAVY DUTY</strong>: The rack is made of light quality aluminum. Weight ( Frame + Connectors ): 940 g ≈ 2.1 lbs, max loading limit is 60 lbs. Great for heavy cargo luggage bags and baby seats.</li> 	<li><strong>FULLY ADJUSTABLE</strong>: Adjustable height with 2 flexible mounting bars, it ensures the rack fits all sizes of bikes. The top of the rack runs parallel to the ground.</li> 	<li><strong>TAIL LIGHT MOUNT:</strong> Accessory: 1 Tail Light Mount &amp; 2 Spacers. Attachments: High-Precision Braze-On Type. Large Platform. Size ( Platform Length x Platform Width x Frame Height ): 345 x 140 x 310 mm ≈ 13.6 x 5.5 x 12.2 inch.</li> 	<li><strong>PACKAGE</strong>: 1 rack with 2 seat post adapter and 1 quick release skewer.&nbsp;</li> 	<li><strong>ORDER NOW, WORRY FREE! </strong>We're so confident about our product quality that we can provide 5-year warranty!&nbsp; Made in Taiwan.</li> </ul>  <p style=""text-align: center;""><iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/izXvK6homWE"" width=""560""></iframe></p> "
CED-BD,"<p><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/CED-BD-BLK.jpg"" style=""width: 970px; height: 600px;"" /></p>  <ul> 	<li><strong>REUSABLE</strong>: The cable ends could be screwed off the cable easy for next use. No more excess cable crimps in your tool box. No more crimp tools!</li> 	<li><strong>SAVE YOUR CABLE:</strong> If you want to rewire the cable, you need to cut the end cable. It may result the cable is too short. The reusable cable ends will solve the problem.</li> 	<li><strong>COMPATIBILITY</strong>: The cable ends are great for all cable diameter: 1-1.6mm.</li> 	<li><strong>LIGHT</strong>: The ends are made of quality light aluminum. Nice looking too. Package: Include 2x bicycle brake cable ends and shifter cable ends.</li> 	<li><strong>ORDER NOW, WORRY FREE!</strong> We're so confident about our product quality that we can provide a life time warranty!&nbsp; Made in Taiwan.</li> </ul>  <p style=""text-align: center;""><iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/iOaV7SAUtv0"" width=""560""></iframe></p> "
CN-6701,"<div><input alt="" src=""https://www.cyclingdeal.com.au/assets/files/shimano_rdblogo.jpg"" style=""margin: 0px; padding: 0px; vertical-align: middle; width: 141px; height: 33px; "" type=""image"" /><br /> <br /> <span style=""color:#696969;""><span style=""font-family: Arial; line-height: 18px; "">The best chain is the one you never notice, which is why Shimano designed the Ultegra CN-6701 chain around the innovative Hyper-Glide system. When the chain is incorporated into the drivetrain, small ‘ladders’ located on the cassette and chainring make shifting a satisfying, near-second-nature experience. Keep the Ultegra 10-speed chain lubed and it just may be the chain you fall in love with, if you remember it’s there.</span></span><br /> <br /> <strong>Shimano Ultegra Road Bike CN-6701 10 Speed Chain</strong></div>  <ul> 	<li>Super narrow lightweight 10-speed directional chain for optimum cassette and chainset interaction and maximum power transfer</li> 	<li>Chain uses a directional design with specifically shaped inner and outer plates to optimise shifting over the chainset and cassette</li> 	<li>Outer plate design has been developed to reduce the chance of chain suck</li> 	<li>The inner plate has been developed for better contact with gears providing smoother shifting under high load, giving efficient pedalling, increased rigidity and near silent running</li> 	<li>5.88 mm chain width, optimised for 10-speed Super Narrow HG drivetrains</li> 	<li>&nbsp;<strong>Weight : </strong>267 grams</li> </ul> "
CR-1,"<div><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/wellgo-logo.jpg"" style=""border: 0px; margin: 0px; color: rgb(51, 51, 51); font-family: Arial, Helvetica, sans-serif; width: 200px; height: 48px; "" /><br style=""color: rgb(51, 51, 51); font-family: Arial, Helvetica, sans-serif; "" /> <br style=""color: rgb(51, 51, 51); font-family: Arial, Helvetica, sans-serif; "" /> <strong style=""color: rgb(51, 51, 51); font-family: Arial, Helvetica, sans-serif; "">WELLGO - The world's biggest and best pedal manufacturer</strong></div>  <ul> 	<li><span style=""font-size:12px;""><strong>Body:</strong> Magnesium With Carbon</span></li> 	<li><span style=""font-size:12px;""><strong>Spindle</strong>: Cr-Mo, CNC Machined</span></li> 	<li><span style=""font-size:12px;""><strong>Bearing:</strong> Dual/Sealed</span></li> 	<li><span style=""font-size:12px;""><strong>Cleats: </strong>RC-5 Included (Look ARC Compatible)</span></li> 	<li><span style=""font-size:12px;""><strong>Size: </strong>83x93.4x33.2mm</span></li> 	<li><span style=""font-size:12px;""><strong>Thread: </strong>9/16'</span></li> 	<li><span style=""font-size:12px;""><strong>Weight: </strong>312g or 11 oz /pair</span></li> 	<li><span style=""font-size:12px;""><strong>Package:</strong> Two pedals with cleats</span></li> 	<li><b>Made in Taiwan</b></li> 	<li><span style=""font-size:12px;""><strong>Warranty: </strong>One year</span></li> </ul> "
DV-22-150,"<p><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/DSC03386.jpg"" style=""width: 970px;"" /></p>  <p>&nbsp;</p>  <ul> 	<li><strong>PRODUCT SPECIFICATION</strong>: Adjustments Preload, Hard Chromed Shock Ø 10 Mm ( 0.39 Inch ) Shaft.Dark Hard-anodized Al-6061 “in One Piece” Shock Body, Riding style XC / Electric wheelchair.</li> 	<li><strong>EXTRA BUSHINGS INCLUDED</strong>: Top busing size: 8mm x 24mm; bottom bushing size: 8mm x 24mm and extra bushing 8mm x 50mm length.&nbsp; We have included an additional set of bushings for easier installation, please see 2nd picture. (Please also watch the video in the listing for how to choose the size and install a shock).</li> 	<li><strong>AVAILABLE SIZE</strong>: Available Size Eye to Eye x Travel 150 x 30 mm ( 5.9 x 1.18 inch). Weight: 0.2 KG(0.44 Ib).</li> 	<li><strong>QUALITY</strong>: DNM produces high quality shocks and forks in the cycling, motorcycle and wheelchair industry.&nbsp; This is a great upgrade from the old shock. It is precisely machined to ensure great permanence.</li> 	<li><strong>ORDER NOW, WORRY FREE!</strong> We're so confident about our product quality that we can provide 5-year warranty!&nbsp; Made in Taiwan.</li> </ul>  <p style=""text-align: center;""><iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/Cb_qYmYeXMw"" width=""560""></iframe></p>  <p>&nbsp;</p> "
DV-22-150A,"<p><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/DSC03386.jpg"" style=""width: 970px;"" /></p>  <p>&nbsp;</p>  <ul> 	<li><strong>PRODUCT SPECIFICATION</strong>: Adjustments Preload, Hard Chromed Shock Ø 10 Mm ( 0.39 Inch ) Shaft.Dark Hard-anodized Al-6061 “in One Piece” Shock Body, Riding style XC / Electric wheelchair.</li> 	<li><strong>EXTRA BUSHINGS INCLUDED</strong>: Top busing size: 8mm x 24mm; bottom bushing size: 8mm x 24mm and extra bushing 8mm x 50mm length.&nbsp; We have included an additional set of bushings for easier installation, please see 2nd picture. (Please also watch the video in the listing for how to choose the size and install a shock).</li> 	<li><strong>AVAILABLE SIZE</strong>: Available Size Eye to Eye x Travel 150 x 30 mm ( 5.9 x 1.18 inch). Weight: 0.2 KG(0.44 Ib).</li> 	<li><strong>QUALITY</strong>: DNM produces high quality shocks and forks in the cycling, motorcycle and wheelchair industry.&nbsp; This is a great upgrade from the old shock. It is precisely machined to ensure great permanence.</li> 	<li><strong>ORDER NOW, WORRY FREE!</strong> We're so confident about our product quality that we can provide 5-year warranty!&nbsp; Made in Taiwan.</li> </ul>  <p style=""text-align: center;""><iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/Cb_qYmYeXMw"" width=""560""></iframe></p>  <p>&nbsp;</p> "
DV-22-160,"<div><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/DSC03386.jpg"" style=""width: 970px;"" /> <ul> 	<li><strong>PRODUCT SPECIFICATION</strong>: Adjustments Preload, Hard Chromed Shock Ø 10 Mm ( 0.39 Inch ) Shaft.Dark Hard-anodized Al-6061 “in One Piece” Shock Body, Riding style XC / Electric wheelchair.</li> 	<li><strong>EXTRA BUSHINGS INCLUDED</strong>: Top busing size: 8mm x 24mm; bottom bushing size: 8mm x 24mm and extra bushing 8mm x 50mm length.&nbsp; We have included an additional set of bushings for easier installation, please see 2nd picture. (Please also watch the video in the listing for how to choose the size and install a shock).</li> 	<li><strong>AVAILABLE SIZE</strong>: Available Size Eye to Eye x Travel&nbsp; 160 x 35 mm ( 6.23 x 1.38 inch) Weight: 0.2 KG(0.44 Ib).</li> 	<li><strong>QUALITY</strong>: DNM produces high quality shocks and forks in the cycling, motorcycle and wheelchair industry.&nbsp; This is a great upgrade from the old shock. It is precisely machined to ensure great permanence.</li> 	<li><strong>ORDER NOW, WORRY FREE!</strong> We're so confident about our product quality that we can provide 5-year warranty!&nbsp; Made in Taiwan.</li> </ul> </div>  <p style=""text-align: center;""><iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/Cb_qYmYeXMw"" width=""560""></iframe></p> "
DV-22-160A,"<div><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/DSC03386.jpg"" style=""width: 970px;"" /> <ul> 	<li><strong>PRODUCT SPECIFICATION</strong>: Adjustments Preload, Hard Chromed Shock Ø 10 Mm ( 0.39 Inch ) Shaft.Dark Hard-anodized Al-6061 “in One Piece” Shock Body, Riding style XC / Electric wheelchair.</li> 	<li><strong>EXTRA BUSHINGS INCLUDED</strong>: Top busing size: 8mm x 24mm; bottom bushing size: 8mm x 24mm and extra bushing 8mm x 50mm length.&nbsp; We have included an additional set of bushings for easier installation, please see 2nd picture. (Please also watch the video in the listing for how to choose the size and install a shock).</li> 	<li><strong>AVAILABLE SIZE</strong>: Available Size Eye to Eye x Travel&nbsp; 160 x 35 mm ( 6.23 x 1.38 inch) Weight: 0.2 KG(0.44 Ib).</li> 	<li><strong>QUALITY</strong>: DNM produces high quality shocks and forks in the cycling, motorcycle and wheelchair industry.&nbsp; This is a great upgrade from the old shock. It is precisely machined to ensure great permanence.</li> 	<li><strong>ORDER NOW, WORRY FREE!</strong> We're so confident about our product quality that we can provide 5-year warranty!&nbsp; Made in Taiwan.</li> </ul> </div>  <p style=""text-align: center;""><iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/Cb_qYmYeXMw"" width=""560""></iframe></p> "
